Id,mean_exam_points
10165,78.01843388753127
10166,73.96632186858412
10167,52.699781023849
10168,73.95520969740139
10169,58.18269108543406
10170,53.79801361163318
10171,53.79801361163318
10172,54.92572249127045
10173,64.52481200473677
10174,57.12450502458508
10175,56.00490328778378
10176,65.53577988302011
10177,50.469838013689696
10178,54.931436342462725
10179,52.71040863898142
10180,73.1132734988257
10181,56.00490328778378
10182,64.5397312032247
10183,60.34368990028886
10184,73.08753408611057
10185,62.43717107647156
10186,43.821423036138626
10187,80.23605596053271
10188,53.79514528828597
10189,58.213443108043826
10190,82.2617490230862
10191,66.51667661689524
10192,73.97597174759235
10193,76.44940799270987
10194,74.81542769105816
10195,61.42975545714863
10196,54.89815552105634
10197,62.44175737252474
10198,61.401700673952305
10199,60.34645135736623
10200,53.79801361163318
10201,53.79801361163318
10202,60.36120512831721
10203,76.45085114484769
10204,64.5502944963042
10205,53.82568743652259
10206,61.39896569744453
10207,69.46292842675251
10208,71.305481952848
10209,54.8952982343062
10210,81.61347647730612
10211,73.98263597366062
10212,72.20574217011415
10213,75.64383186784295
10214,56.032335571112604
10215,59.2927309049275
10216,72.20574217011415
10217,56.02664956295202
10218,61.40527075467641
10219,54.922865516946516
10220,64.5160803514948
10221,57.1000592206101
10222,59.26670476914634
10223,58.201356940986756
10224,75.65796447625158
10225,56.03320375936697
10226,49.34224663373429
10227,61.388025072028555
10228,56.002059922516835
10229,52.68840725998981
10230,72.21108096663689
10231,73.97819327922134
10232,58.21539296334978
10233,60.34645135736623
10234,83.52380061557729
10235,54.92572249127045
10236,52.682653991469365
10237,58.21539296334978
10238,60.33732343578257
10239,73.0898038702019
10240,59.30193707498725
10241,84.71274588675702
10242,58.18549874922324
10243,52.68553063464444
10244,57.12450502458508
10245,73.09365001108638
10246,61.419882431406556
10247,79.52531677505522
10248,61.419882431406556
10249,73.98263597366062
10250,73.11554191059113
10251,58.188306359970966
10252,57.10374921352085
10253,69.44005325443725
10254,54.89815552105634
10255,59.26585401426073
10256,59.28716017573763
10257,64.5502944963042
10258,52.676900651706084
10259,59.26670476914634
10260,60.36396616685084
10261,71.30075944682422
10262,61.39896569744453
10263,73.1132734988257
10264,52.71328510933382
10265,54.90101277550566
10266,57.088751715695864
10267,71.29839801967636
10268,73.98553541502474
10269,73.96632186858412
10270,80.2257173078676
10271,50.44499841065836
10272,51.56461038501047
10273,75.63680363839144
10274,62.44175737252474
10275,61.42535121063572
10276,60.34008504481749
10277,65.56171945058242
10278,59.30193707498725
10279,61.397065891097846
10280,62.43987749272604
10281,73.09661249672637
10282,56.002059922516835
10283,78.77137539483327
10284,58.186356148547816
10285,56.002059922516835
10286,53.7960212251828
10287,58.21258586525735
10288,60.3667271393421
10289,63.52115933757199
10290,85.28254635742206
10291,53.79514528828597
10292,55.99637307383668
10293,51.57037462800377
10294,74.83640097462954
10295,51.57037462800377
10296,63.48116348366957
10297,59.30193707498725
10298,54.90759971522399
10299,60.34645135736623
10300,62.439051010242096
10301,70.37692929390631
10302,73.08684091086786
10303,47.110977704426254
10304,89.64017056162915
10305,73.09365001108638
10306,61.401700673952305
10307,78.01645478079149
10308,58.21539296334978
10309,52.682653991469365
10310,61.4226168570645
10311,59.275062087785415
10312,54.922865516946516
10313,80.23788586050784
10314,60.3667271393421
10315,73.98775641732594
10316,52.682653991469365
10317,61.39896569744453
10318,50.463187665130526
10319,76.4715248780087
10320,59.26949060163012
10321,80.24337479423433
10322,53.82369521914288
10323,73.96632186858412
10324,54.92857943311533
10325,60.34645135736623
10326,54.90101277550566
10327,73.96632186858412
10328,61.39896569744453
10329,61.42618621854232
10330,72.22345219924429
10331,57.116025668458306
10332,56.002059922516835
10333,78.03494089064746
10334,82.91534031448957
10335,64.52481200473677
10336,62.47598217877329
10337,69.44175424239884
10338,53.82568743652259
10339,53.82568743652259
10340,73.96119869051019
10341,58.21539296334978
10342,87.86479594231722
10343,73.98263597366062
10344,57.1000592206101
10345,64.54765380601711
10346,70.4001364825146
10347,58.20977871395765
10348,61.393495528582754
10349,70.4025411348894
10350,62.47057134438341
10351,58.20416425180518
10352,71.32281701271457
10353,51.57037462800377
10354,65.53838626735993
10355,72.20574217011415
10356,78.77137539483327
10357,61.397065891097846
10358,64.54765380601711
10359,60.32903821341531
10360,61.42892047798971
10361,65.53838626735993
10362,63.48651377719081
10363,64.5502944963042
10364,57.11885216694563
10365,56.032335571112604
10366,58.17793304669717
10367,53.82568743652259
10368,65.5219504556639
10369,73.09365001108638
10370,73.98263597366062
10371,75.64170571416382
10372,56.002059922516835
10373,53.79801361163318
10374,67.5179633746704
10375,52.68553063464444
10376,69.45803256332277
10377,60.340928377286765
10378,81.61867086711933
10379,88.78370871843481
10380,73.96632186858412
10381,57.12733138370185
10382,51.56749251172047
10383,56.023806499545536
10384,57.09157866134497
10385,60.37309198382565
10386,51.56461038501047
10387,54.899028078472526
10388,75.64383186784295
10389,61.393495528582754
10390,63.490005685907704
10391,53.82281935654865
10392,60.36120512831721
10393,69.44005325443725
10394,72.22113711411143
10395,61.41714793367724
10396,73.96632186858412
10397,66.56615771488966
10398,86.37840188692275
10399,59.2686398649415
10400,59.29915193777049
10401,79.50718142016827
10402,58.219057218495074
10403,72.231103594975
10404,77.2404155074892
10405,86.88435354077065
10406,72.22345219924429
10407,53.78940856623851
10408,52.71328510933382
10409,64.51952882576613
10410,60.37309198382565
10411,56.002059922516835
10412,61.4226168570645
10413,58.21258586525735
10414,58.188306359970966
10415,64.5160803514948
10416,84.14447477728442
10417,54.92000851016202
10418,62.449875993039086
10419,64.5221704595201
10420,55.99921651786176
10421,51.56749251172047
10422,52.68553063464444
10423,59.29551617992483
10424,88.34357192196057
10425,52.71616156167332
10426,73.95298689447498
10427,76.44461784702563
10428,73.11554191059113
10429,73.96409968015617
10430,57.097232413819775
10431,71.30239966837617
10432,73.98775641732594
10433,84.12807350139077
10434,71.29295358584194
10435,65.56352925542727
10436,78.78998820072904
10437,64.5502944963042
10438,58.17988336862062
10439,51.5837721100575
10440,73.98263597366062
10441,59.26585401426073
10442,57.1000592206101
10443,61.401700673952305
10444,50.4843704436045
10445,56.00861490623687
10446,58.188306359970966
10447,65.55231099448197
10448,59.28716017573763
10449,56.00490328778378
10450,75.63893008215197
10451,75.66433967218073
10452,74.83205447291725
10453,70.40808434569252
10454,73.98041468791229
10455,53.79801361163318
10456,85.28254635742206
10457,51.573256733841234
10458,49.33359328068105
10459,56.02949258681373
10460,57.094405560725505
10461,54.9237379888344
10462,63.514994561982164
10463,59.2686398649415
10464,54.93230878458403
10465,55.99637307383668
10466,58.21258586525735
10467,66.53544992690773
10468,59.2686398649415
10469,52.68840725998981
10470,74.81542769105816
10471,56.023806499545536
10472,53.81995125126969
10473,54.90101277550566
10474,52.68553063464444
10475,56.02664956295202
10476,63.490005685907704
10477,54.931436342462725
10478,78.02041286629512
10479,73.11554191059113
10480,78.02041286629512
10481,61.41714793367724
10482,50.48148575586337
10483,73.98041468791229
10484,60.34008504481749
10485,55.99637307383668
10486,72.20342617700285
10487,61.4226168570645
10488,40.56402142411938
10489,62.45070238057442
10490,52.682653991469365
10491,59.2686398649415
10492,49.34224663373429
10493,52.682653991469365
10494,54.922865516946516
10495,88.33210131074983
10496,49.37007762601734
10497,84.73014576529782
10498,57.121678618993776
10499,54.92857943311533
10500,57.121678618993776
10501,73.98775641732594
10502,77.24244409895873
10503,65.54449305958907
10504,59.2686398649415
10505,63.51232034421367
10506,76.4383834077835
10507,77.26403771648941
10508,72.1911369639002
10509,84.14293512494775
10510,53.82281935654865
10511,74.81107878599131
10512,55.99637307383668
10513,57.094405560725505
10514,53.81995125126969
10515,58.20697150946786
10516,77.23573834335201
10517,56.002059922516835
10518,60.37033116364826
10519,76.45564041335476
10520,60.33180002006545
10521,57.09157866134497
10522,64.54501302706609
10523,56.0181202541708
10524,73.98263597366062
10525,77.2444725628853
10526,47.113853039223244
10527,81.61867086711933
10528,62.4651601985191
10529,56.00490328778378
10530,56.02949258681373
10531,52.68840725998981
10532,54.90188532305408
10533,52.71328510933382
10534,73.96632186858412
10535,52.67977733048359
10536,59.275062087785415
10537,78.01447554607653
10538,62.47327680051998
10539,53.79227693981482
10540,60.359287222306094
10541,60.33180002006545
10542,53.79227693981482
10543,61.41441336389193
10544,52.71040863898142
10545,82.2617490230862
10546,60.36120512831721
10547,70.39773171691934
10548,74.81325330078815
10549,57.12733138370185
10550,74.80171524708264
10551,79.52531677505522
10552,57.121678618993776
10553,60.32988162635174
10554,53.79801361163318
10555,85.84398606655307
10556,52.71616156167332
10557,50.48148575586337
10558,60.3667271393421
10559,67.51367444818935
10560,65.53838626735993
10561,60.34008504481749
10562,59.2602821341854
10563,75.637453029319
10564,78.77137539483327
10565,84.12961432455944
10566,52.71040863898142
10567,58.20977871395765
10568,58.1770755988001
10569,65.53577988302011
10570,58.188306359970966
10571,61.43165466531498
10572,77.23838678847828
10573,68.4778212086214
10574,64.5502944963042
10575,73.96632186858412
10576,54.931436342462725
10577,69.44005325443725
10578,84.7142402637187
10579,55.99724141454616
10580,61.4226168570645
10581,74.83640097462954
10582,80.24154527735745
10583,51.56461038501047
10584,61.401700673952305
10585,53.80462609673194
10586,37.35344806158994
10587,65.55390252892285
10588,73.96409968015617
10589,73.96632186858412
10590,50.4843704436045
10591,60.326276340925524
10592,43.82710492473136
10593,67.52049414726102
10594,51.60106429353676
10595,59.29551617992483
10596,59.30193707498725
10597,59.2602821341854
10598,52.704655644313924
10599,55.99352959045972
10600,57.121678618993776
10601,74.81325330078815
10602,64.5221704595201
10603,54.931436342462725
10604,84.72417263795994
10605,73.10873631226778
10606,78.78747071100658
10607,86.36393694973938
10608,59.2686398649415
10609,56.032335571112604
10610,61.428085492104834
10611,73.09138043197015
10612,61.401700673952305
10613,53.811346783790505
10614,73.96998495648404
10615,65.52977081550308
10616,66.55253072953819
10617,57.1000592206101
10618,63.490005685907704
10619,73.11031217292462
10620,53.81995125126969
10621,57.121678618993776
10622,54.90101277550566
10623,49.36719312914694
10624,73.96632186858412
10625,74.83640097462954
10626,73.10873631226778
10627,73.09365001108638
10628,74.81542769105816
10629,64.51343851367865
10630,52.68553063464444
10631,62.453408408170766
10632,73.96632186858412
10633,61.39896569744453
10634,77.26606482217959
10635,78.01645478079149
10636,58.188306359970966
10637,60.36120512831721
10638,65.56352925542727
10639,57.089615018830486
10640,64.51079658736866
10641,73.11554191059113
10642,59.29551617992483
10643,59.2686398649415
10644,53.79227693981482
10645,54.90101277550566
10646,59.2686398649415
10647,73.98775641732594
10648,60.34645135736623
10649,57.121678618993776
10650,51.595300274771205
10651,83.53753040427083
10652,58.188306359970966
10653,58.188306359970966
10654,54.8952982343062
10655,46.02389383494102
10656,53.82281935654865
10657,73.09138043197015
10658,61.39896569744453
10659,61.40884071272916
10660,59.28801079131368
10661,85.29796313915162
10662,83.52538861303312
10663,58.188306359970966
10664,57.12450502458508
10665,73.98331428977036
10666,61.39896569744453
10667,58.20977871395765
10668,89.220308741056
10669,62.45611435799151
10670,84.71274588675702
10671,58.188306359970966
10672,63.51581120324433
10673,53.79227693981482
10674,74.81826591352797
10675,60.34645135736623
10676,73.09365001108638
10677,86.36529589675568
10678,63.49268059906387
10679,60.34645135736623
10680,66.55509946190918
10681,67.51212858732957
10682,75.64391217325817
10683,52.676900651706084
10684,60.326276340925524
10685,56.00490328778378
10686,56.002059922516835
10687,74.83422778605501
10688,51.57037462800377
10689,73.1132734988257
10690,59.2686398649415
10691,75.65519010065223
10692,74.83640097462954
10693,73.09661249672637
10694,75.63680363839144
10695,44.891194429029326
10696,56.002059922516835
10697,73.9589762187372
10698,84.14293512494775
10699,57.12733138370185
10700,73.96632186858412
10701,62.47680833698502
10702,59.2686398649415
10703,54.92572249127045
10704,59.275062087785415
10705,69.4481470345419
10706,60.3667271393421
10707,87.86602633100134
10708,63.47848821204609
10709,62.449875993039086
10710,62.4479962752171
10711,53.79801361163318
10712,52.682653991469365
10713,60.33540513357251
10714,54.90759971522399
10715,58.213443108043826
10716,73.96409968015617
10717,77.26403771648941
10718,51.571254772267835
10719,59.26949060163012
10720,73.96119869051019
10721,55.99637307383668
10722,62.479513613548896
10723,67.5179633746704
10724,71.30784303170962
10725,51.57037462800377
10726,49.36719312914694
10727,56.023806499545536
10728,65.55390252892285
10729,73.11554191059113
10730,75.63319984117862
10731,79.50906157052489
10732,50.48148575586337
10733,56.02949258681373
10734,57.12733138370185
10735,54.922865516946516
10736,50.456537300181544
10737,51.56749251172047
10738,53.79801361163318
10739,73.96632186858412
10740,59.27227637451534
10741,74.83640097462954
10742,65.53838626735993
10743,59.28994557019289
10744,66.55766809613436
10745,81.60196072993767
10746,58.20697150946786
10747,86.36529589675568
10748,60.334561760859884
10749,60.34008504481749
10750,56.002059922516835
10751,56.032335571112604
10752,54.92857943311533
10753,63.49535542892281
10754,76.45085114484769
10755,65.53838626735993
10756,64.52481200473677
10757,58.1742677759897
10758,62.44446365709489
10759,57.12450502458508
10760,72.231103594975
10761,53.79801361163318
10762,57.121678618993776
10763,55.99921651786176
10764,52.70177912003678
10765,60.34645135736623
10766,71.29531528059026
10767,58.188306359970966
10768,64.5502944963042
10769,73.98775641732594
10770,45.996235479743234
10771,81.60022817390123
10772,59.2686398649415
10773,59.26306810400316
10774,59.2602821341854
10775,57.097232413819775
10776,50.45076786142223
10777,60.32903821341531
10778,52.68840725998981
10779,65.56352925542727
10780,58.20977871395765
10781,63.49535542892281
10782,59.2686398649415
10783,70.39773171691934
10784,62.453408408170766
10785,56.002059922516835
10786,73.11100496604945
10787,65.53317340522399
10788,73.08003072212156
10789,79.52719568998917
10790,53.82568743652259
10791,53.79227693981482
10792,55.99637307383668
10793,72.20644940899312
10794,50.45365258231206
10795,73.96632186858412
10796,52.68553063464444
10797,52.682653991469365
10798,49.36719312914694
10799,75.66433967218073
10800,76.45356306663975
10801,60.36396616685084
10802,61.39896569744453
10803,74.81542769105816
10804,51.601944403491565
10805,74.81325330078815
10806,73.09365001108638
10807,78.77137539483327
10808,54.8952982343062
10809,60.334561760859884
10810,65.56352925542727
10811,52.71328510933382
10812,53.82281935654865
10813,53.79801361163318
10814,56.032335571112604
10815,64.52481200473677
10816,73.09138043197015
10817,53.79801361163318
10818,73.11554191059113
10819,57.094405560725505
10820,57.09809567455507
10821,61.393495528582754
10822,64.53892468514319
10823,77.24244409895873
10824,51.56749251172047
10825,86.3756860792999
10826,79.49908519232841
10827,73.09661249672637
10828,68.51256940999616
10829,59.29636674077814
10830,60.36396616685084
10831,60.34008504481749
10832,61.393495528582754
10833,46.03249409246345
10834,48.21996509909414
10835,74.83640097462954
10836,49.345131093535265
10837,60.334561760859884
10838,59.2602821341854
10839,66.5192467175858
10840,59.26306810400316
10841,54.931436342462725
10842,55.99352959045972
10843,57.1000592206101
10844,60.34645135736623
10845,57.12450502458508
10846,54.90386999763571
10847,58.18549874922324
10848,53.82281935654865
10849,59.26585401426073
10850,44.894049283902305
10851,52.68840725998981
10852,61.428085492104834
10853,59.28716017573763
10854,91.18373145436402
10855,62.47680833698502
10856,73.96632186858412
10857,53.82568743652259
10858,59.30193707498725
10859,59.28148399369911
10860,56.002059922516835
10861,62.449875993039086
10862,59.28437472157834
10863,60.34008504481749
10864,53.79801361163318
10865,58.18269108543406
10866,64.5502944963042
10867,63.52115933757199
10868,56.00490328778378
10869,62.45611435799151
10870,73.11554191059113
10871,52.68840725998981
10872,75.63680363839144
10873,73.09661249672637
10874,60.34645135736623
10875,57.131020791971
10876,60.3667271393421
10877,59.26306810400316
10878,59.2602821341854
10879,71.30003832186455
10880,51.56749251172047
10881,73.98775641732594
10882,53.79801361163318
10883,61.428085492104834
10884,57.1000592206101
10885,73.96119869051019
10886,51.573256733841234
10887,54.89815552105634
10888,73.98775641732594
10889,64.5502944963042
10890,62.47327680051998
10891,58.18269108543406
10892,51.56749251172047
10893,72.22808201328407
10894,57.12450502458508
10895,74.81542769105816
10896,73.98331428977036
10897,49.336477727287985
10898,51.574136874911524
10899,66.53544992690773
10900,58.21258586525735
10901,47.110977704426254
10902,60.34645135736623
10903,60.334561760859884
10904,72.22576716563728
10905,51.56749251172047
10906,73.09138043197015
10907,59.275062087785415
10908,63.51581120324433
10909,52.71616156167332
10910,73.98331428977036
10911,58.21539296334978
10912,78.01447554607653
10913,59.2907961675331
10914,60.34008504481749
10915,84.12961432455944
10916,56.00292823917883
10917,53.82281935654865
10918,74.79954007168666
10919,71.29767685926687
10920,81.59849549150098
10921,67.5154324997564
10922,50.47283167348304
10923,60.32351440261209
10924,82.25838103626657
10925,64.5502944963042
10926,54.90386999763571
10927,58.188306359970966
10928,64.5502944963042
10929,58.191971284576695
10930,82.25838103626657
10931,34.283429498789836
10932,60.34008504481749
10933,85.84819253403167
10934,57.1000592206101
10935,59.29551617992483
10936,70.37933503835801
10937,59.28716017573763
10938,58.191971284576695
10939,65.5219504556639
10940,54.922865516946516
10941,60.37309198382565
10942,73.9589762187372
10943,59.275062087785415
10944,58.20697150946786
10945,62.439051010242096
10946,62.47598217877329
10947,58.18269108543406
10948,68.50855932445945
10949,59.26585401426073
10950,57.097232413819775
10951,72.21882191024494
10952,60.334561760859884
10953,72.20342617700285
10954,58.18549874922324
10955,58.17988336862062
10956,52.68840725998981
10957,53.78940856623851
10958,61.40253587211901
10959,58.201356940986756
10960,52.68553063464444
10961,58.18549874922324
10962,75.63467706880796
10963,53.79227693981482
10964,65.52455733568428
10965,62.48221881219573
10966,59.27227637451534
10967,62.45611435799151
10968,58.188306359970966
10969,61.401700673952305
10970,58.1770755988001
10971,56.032335571112604
10972,84.7142402637187
10973,62.45611435799151
10974,78.03356692267033
10975,44.924451389861666
10976,54.899028078472526
10977,61.39623064898289
10978,64.52481200473677
10979,52.70753215063513
10980,76.44940799270987
10981,53.786540167575794
10982,73.98041468791229
10983,75.6622147327286
10984,55.99921651786176
10985,60.37309198382565
10986,59.275062087785415
10987,59.26306810400316
10988,64.52481200473677
10989,58.21258586525735
10990,58.18269108543406
10991,59.26306810400316
10992,60.36120512831721
10993,74.83640097462954
10994,58.18549874922324
10995,61.40253587211901
10996,58.20416425180518
10997,59.26949060163012
10998,58.213443108043826
10999,74.82704368142086
11000,67.50959747656171
11001,52.67977733048359
11002,72.2334181688426
11003,54.90386999763571
11004,60.37309198382565
11005,53.82568743652259
11006,52.704655644313924
11007,64.5502944963042
11008,57.12733138370185
11009,59.275062087785415
11010,59.29358148402679
11011,72.21116843236436
11012,61.401700673952305
11013,79.52719568998917
11014,59.28994557019289
11015,73.98553541502474
11016,54.92572249127045
11017,60.34645135736623
11018,73.98775641732594
11019,54.89244091527375
11020,59.275062087785415
11021,79.50342073531785
11022,73.95520969740139
11023,58.188306359970966
11024,60.36396616685084
11025,59.2686398649415
11026,57.12450502458508
11027,53.82281935654865
11028,84.12807350139077
11029,53.79801361163318
11030,56.00490328778378
11031,84.71274588675702
11032,74.82704368142086
11033,54.92572249127045
11034,55.99921651786176
11035,82.89956198293137
11036,73.11554191059113
11037,76.4646611770991
11038,57.1000592206101
11039,53.79514528828597
11040,65.53838626735993
11041,65.53577988302011
11042,51.56749251172047
11043,74.83640097462954
11044,75.63893008215197
11045,73.09365001108638
11046,81.61347647730612
11047,85.84819253403167
11048,58.21539296334978
11049,62.46786581037823
11050,58.1770755988001
11051,59.26670476914634
11052,82.2712584111284
11053,65.53317340522399
11054,72.20040274276987
11055,72.20342617700285
11056,64.51952882576613
11057,74.81542769105816
11058,86.37975961973126
11059,56.002059922516835
11060,84.12653255685221
11061,55.99921651786176
11062,60.3667271393421
11063,78.77137539483327
11064,73.96119869051019
11065,53.82568743652259
11066,73.0845709688927
11067,59.275062087785415
11068,53.82568743652259
11069,59.29636674077814
11070,79.52719568998917
11071,78.77330502990068
11072,65.53838626735993
11073,60.34645135736623
11074,73.97152831553862
11075,73.09365001108638
11076,60.37309198382565
11077,71.32825806057951
11078,60.3667271393421
11079,74.81542769105816
11080,82.26006509236734
11081,61.39896569744453
11082,85.83325690353347
11083,53.79514528828597
11084,73.96632186858412
11085,67.51367444818935
11086,74.80672938283227
11087,83.52221249525053
11088,48.26017167119098
11089,51.573256733841234
11090,68.5093196108891
11091,60.34008504481749
11092,52.71616156167332
11093,65.53838626735993
11094,52.68553063464444
11095,57.12733138370185
11096,52.68840725998981
11097,65.52977081550308
11098,62.48221881219573
11099,52.68840725998981
11100,53.79801361163318
11101,73.11554191059113
11102,83.52221249525053
11103,77.2620104832407
11104,73.98775641732594
11105,63.51232034421367
11106,60.35844402375725
11107,73.1132734988257
11108,56.02467472403949
11109,52.70753215063513
11110,52.71616156167332
11111,74.81542769105816
11112,59.26306810400316
11113,56.032335571112604
11114,70.37766397688424
11115,53.7960212251828
11116,82.89792601315781
11117,72.22576716563728
11118,93.65838686406545
11119,61.42618621854232
11120,60.33816678837596
11121,73.96119869051019
11122,67.5129015225297
11123,80.2257173078676
11124,87.87789225700186
11125,63.51232034421367
11126,58.18549874922324
11127,65.51934348225264
11128,67.5154324997564
11129,65.56092377343687
11130,73.98263597366062
11131,56.002059922516835
11132,55.99637307383668
11133,77.24385312010506
11134,62.45611435799151
11135,82.90119782848873
11136,53.81708312070451
11137,79.5053011417661
11138,77.2444725628853
11139,63.52115933757199
11140,67.5154324997564
11141,76.46881438821893
11142,53.79801361163318
11143,73.9618773688193
11144,54.931436342462725
11145,61.42535121063572
11146,67.5129015225297
11147,54.93516565148197
11148,51.574136874911524
11149,59.26306810400316
11150,56.00490328778378
11151,68.48778416942244
11152,63.48651377719081
11153,61.419882431406556
11154,73.96632186858412
11155,52.71616156167332
11156,73.0845709688927
11157,61.42535121063572
11158,81.60022817390123
11159,55.99637307383668
11160,59.275062087785415
11161,59.2602821341854
11162,74.83422778605501
11163,53.79801361163318
11164,53.79801361163318
11165,59.275062087785415
11166,61.39896569744453
11167,73.96409968015617
11168,60.35281731945403
11169,73.96862786229886
11170,58.18549874922324
11171,51.59818228946921
11172,77.2579556340735
11173,64.52481200473677
11174,49.339362178312136
11175,86.88040799303609
11176,56.00490328778378
11177,73.9589762187372
11178,65.53838626735993
11179,65.54970510970236
11180,83.53911733922695
11181,60.33732343578257
11182,52.67977733048359
11183,73.98553541502474
11184,60.3667271393421
11185,54.90101277550566
11186,59.275062087785415
11187,73.98553541502474
11188,35.29458535177594
11189,64.54765380601711
11190,84.7142402637187
11191,54.90188532305408
11192,76.47567725054208
11193,63.49535542892281
11194,82.89956198293137
11195,57.1000592206101
11196,73.09365001108638
11197,57.088751715695864
11198,64.54501302706609
11199,57.12819449354781
11200,52.71040863898142
11201,80.93872453446926
11202,73.98263597366062
11203,59.28716017573763
11204,49.37007762601734
11205,48.253528827370424
11206,67.50783926118072
11207,65.53056683398388
11208,76.4708908035046
11209,56.023806499545536
11210,68.48778416942244
11211,53.79028451847042
11212,51.595300274771205
11213,73.96119869051019
11214,54.88958356397746
11215,59.2686398649415
11216,73.98041468791229
11217,52.71616156167332
11218,73.11850287231358
11219,73.11396624371184
11220,57.10374921352085
11221,50.45942201501149
11222,73.96119869051019
11223,52.68840725998981
11224,52.71616156167332
11225,81.6169395301907
11226,60.35844402375725
11227,57.097232413819775
11228,65.53838626735993
11229,58.1985495770298
11230,64.52481200473677
11231,73.10873631226778
11232,64.52481200473677
11233,58.21539296334978
11234,48.22860905362808
11235,72.22184411196092
11236,53.79801361163318
11237,61.401700673952305
11238,58.201356940986756
11239,59.26306810400316
11240,64.54156566844847
11241,60.34368990028886
11242,78.01645478079149
11243,84.71125139006729
11244,61.39623064898289
11245,59.26585401426073
11246,53.83229935986322
11247,73.95008510270846
11248,61.39896569744453
11249,74.8104147035611
11250,50.45365258231206
11251,69.43121032366301
11252,68.50682994945979
11253,52.71616156167332
11254,86.89440820290292
11255,56.023806499545536
11256,68.47456947339509
11257,84.7157345209568
11258,60.3667271393421
11259,60.35292161662235
11260,52.682653991469365
11261,59.27227637451534
11262,60.37033116364826
11263,56.02949258681373
11264,82.26511650838926
11265,56.00490328778378
11266,59.2686398649415
11267,61.39623064898289
11268,54.90101277550566
11269,75.64170571416382
11270,64.52481200473677
